Acero		
Tiempo	Fuerza	Desplazamiento
seg	N	mm
228.4	4830.98	19.03054
228.41	4828.31	19.03137
228.42	4828.262	19.03221
228.43	4828.644	19.03306
228.44	4828.787	19.03391
228.45	4830.646	19.03476
228.46	4829.645	19.0356
228.47	4830.122	19.03644
228.48	4830.646	19.03726
228.49	4828.93	19.03807
228.5	4830.217	19.0389
228.51	4830.122	19.03972
228.52	4830.217	19.04054
228.53	4828.691	19.04136
228.54	4827.976	19.0422
228.55	4827.833	19.04302
228.56	4828.31	19.04387
228.57	4827.69	19.04471
228.58	4828.405	19.04554
228.59	4830.17	19.04638
228.6	4830.027	19.04722
228.61	4827.786	19.04804
228.62	4828.215	19.04887
228.63	4830.742	19.04971
228.64	4828.31	19.05054
228.65	4829.312	19.05137
228.66	4828.548	19.05221
228.67	4830.837	19.05305
228.68	4831.314	19.05388
228.69	4830.79	19.05474
228.7	4828.167	19.05558
228.71	4827.881	19.05643
228.72	4829.455	19.05725
228.73	4831.886	19.05809
228.74	4831.934	19.05891
228.75	4830.646	19.05973
228.76	4829.598	19.06056
228.77	4829.55	19.06139
228.78	4831.934	19.06221
228.79	4830.79	19.06303
228.8	4829.073	19.06386
228.81	4829.979	19.0647
228.82	4829.598	19.06554
228.83	4828.548	19.06639
228.84	4828.501	19.06723
228.85	4830.694	19.06806
228.86	4830.17	19.0689
228.87	4830.503	19.06971
228.88	4830.98	19.07054
228.89	4830.98	19.07137
228.9	4830.79	19.07221
228.91	4830.313	19.07304
228.92	4830.933	19.07388
228.93	4830.885	19.07473
228.94	4830.79	19.07557
228.95	4830.98	19.07643
228.96	4832.22	19.07726
228.97	4832.888	19.0781
228.98	4830.694	19.07893
228.99	4831.124	19.07975
229	4832.888	19.08056
229.01	4834.366	19.08138
229.02	4831.934	19.08222
229.03	4830.742	19.08304
229.04	4832.172	19.08386
229.05	4831.314	19.0847
229.06	4830.456	19.08553
229.07	4830.456	19.08637
229.08	4831.838	19.08721
229.09	4831.838	19.08805
229.1	4832.84	19.08887
229.11	4832.888	19.08971
229.12	4832.172	19.09053
229.13	4830.79	19.09138
229.14	4832.268	19.09221
229.15	4833.507	19.09304
229.16	4832.363	19.09389
229.17	4832.649	19.09472
229.18	4833.079	19.09556
229.19	4832.792	19.09641
229.2	4830.646	19.09726
229.21	4831.934	19.09809
229.22	4832.315	19.09894
229.23	4832.029	19.09976
229.24	4832.506	19.10058
229.25	4831.553	19.1014
229.26	4830.456	19.10222
229.27	4833.317	19.10304
229.28	4833.507	19.10386
229.29	4834.032	19.1047
229.3	4834.747	19.10553
229.31	4832.84	19.10637
229.32	4832.411	19.10721
229.33	4832.315	19.10805
229.34	4832.554	19.10888
229.35	4830.36	19.10972
229.36	4832.792	19.11055
229.37	4833.412	19.11137
229.38	4832.172	19.11221
229.39	4831.981	19.11303
229.4	4831.743	19.11387
229.41	4834.986	19.11471
229.42	4834.652	19.11555
229.43	4832.029	19.1164
229.44	4831.362	19.11724
229.45	4833.222	19.11809
229.46	4834.318	19.11893
229.47	4835.176	19.11977
229.48	4833.46	19.12059
229.49	4833.222	19.12141
229.5	4833.46	19.12224
229.51	4836.13	19.12306
229.52	4832.602	19.12389
229.53	4835.605	19.12472
229.54	4834.652	19.12554
229.55	4834.557	19.12638
229.56	4834.032	19.12721
229.57	4835.272	19.12805
229.58	4835.605	19.12889
229.59	4834.509	19.12973
229.6	4833.603	19.13056
229.61	4834.461	19.13139
229.62	4834.223	19.13222
229.63	4833.079	19.13304
229.64	4834.175	19.13387
229.65	4835.319	19.13471
229.66	4834.986	19.13554
229.67	4835.176	19.13638
229.68	4835.415	19.13722
229.69	4835.415	19.13807
229.7	4833.984	19.13892
229.71	4832.84	19.13976
229.72	4834.08	19.1406
229.73	4835.844	19.14143
229.74	4837.227	19.14225
229.75	4837.799	19.14307
229.76	4836.321	19.1439
229.77	4837.608	19.14472
229.78	4836.559	19.14554
229.79	4834.843	19.14636
229.8	4834.271	19.1472
229.81	4834.89	19.14803
229.82	4834.08	19.14887
229.83	4836.702	19.14972
229.84	4836.75	19.15055
229.85	4837.084	19.1514
229.86	4836.512	19.15222
229.87	4833.984	19.15304
229.88	4835.939	19.15388
229.89	4835.462	19.15471
229.9	4837.704	19.15554
229.91	4836.226	19.15637
229.92	4833.412	19.15722
229.93	4835.272	19.15806
229.94	4837.131	19.15891
229.95	4836.988	19.15976
229.96	4835.939	19.1606
229.97	4836.178	19.16144
229.98	4835.558	19.16226
229.99	4833.698	19.16308
230	4835.176	19.16391
230.01	4837.227	19.16473
230.02	4834.938	19.16555
230.03	4835.796	19.16637
230.04	4837.704	19.16721
230.05	4837.561	19.16803
230.06	4837.179	19.16887
230.07	4836.083	19.16971
230.08	4836.559	19.17054
230.09	4834.747	19.17138
230.1	4833.793	19.17222
230.11	4835.033	19.17304
230.12	4837.417	19.17387
230.13	4838.324	19.17471
230.14	4836.655	19.17554
230.15	4835.939	19.17637
230.16	4836.416	19.17721
230.17	4838.896	19.17805
230.18	4839.134	19.1789
230.19	4838.228	19.17974
230.2	4836.845	19.18058
230.21	4835.701	19.18143
230.22	4835.987	19.18227
230.23	4835.367	19.18309
230.24	4835.987	19.18392
230.25	4838.562	19.18474
230.26	4838.896	19.18556
230.27	4837.895	19.18639
230.28	4836.321	19.18722
230.29	4834.08	19.18804
230.3	4833.364	19.18888
230.31	4836.607	19.18971
230.32	4837.322	19.19054
230.33	4836.559	19.19139
230.34	4835.272	19.19223
230.35	4837.847	19.19306
230.36	4836.941	19.1939
230.37	4837.942	19.19472
230.38	4839.563	19.19554
230.39	4836.75	19.19638
230.4	4834.271	19.19722
230.41	4836.559	19.19805
230.42	4836.655	19.19888
230.43	4836.702	19.19973
230.44	4838.705	19.20057
230.45	4839.325	19.20143
230.46	4839.993	19.20227
230.47	4839.993	19.2031
230.48	4839.086	19.20393
230.49	4837.799	19.20475
230.5	4837.37	19.20556
230.51	4836.416	19.2064
230.52	4835.081	19.20722
230.53	4836.512	19.20804
230.54	4837.942	19.20886
230.55	4838.896	19.2097
230.56	4837.608	19.21053
230.57	4837.847	19.21137
230.58	4839.611	19.21222
230.59	4839.754	19.21305
230.6	4839.229	19.21388
230.61	4836.226	19.21472
230.62	4837.513	19.21554
230.63	4841.805	19.21638
230.64	4841.948	19.21721
230.65	4838.133	19.21804
230.66	4837.704	19.21887
230.67	4839.325	19.21972
230.68	4838.419	19.22056
230.69	4837.895	19.22141
230.7	4838.038	19.22225
230.71	4838.419	19.22309
230.72	4838.8	19.22394
230.73	4839.325	19.22476
230.74	4840.469	19.22558
230.75	4839.707	19.22641
230.76	4838.943	19.22723
230.77	4841.232	19.22805
230.78	4838.514	19.22887
230.79	4838.8	19.2297
230.8	4841.423	19.23052
230.81	4838.896	19.23137
230.82	4839.516	19.2322
230.83	4839.802	19.23304
230.84	4838.705	19.23388
230.85	4839.516	19.23472
230.86	4842.186	19.23555
230.87	4839.182	19.23637
230.88	4837.322	19.23721
230.89	4838.133	19.23804
230.9	4840.088	19.23887
230.91	4840.136	19.23971
230.92	4838.753	19.24054
230.93	4838.371	19.24138
230.94	4838.181	19.24224
230.95	4837.942	19.24308
230.96	4839.611	19.24393
230.97	4841.185	19.24476
230.98	4839.516	19.24559
230.99	4838.61	19.24642
231	4840.803	19.24724
231.01	4840.374	19.24806
231.02	4839.945	19.2489
231.03	4839.897	19.24971
231.04	4840.612	19.25054
231.05	4840.326	19.25138
231.06	4841.042	19.25221
231.07	4842.424	19.25305
231.08	4840.612	19.25389
231.09	4839.802	19.25473
231.1	4840.898	19.25556
231.11	4839.659	19.2564
231.12	4841.566	19.25722
231.13	4842.043	19.25805
231.14	4841.757	19.25887
231.15	4841.995	19.25972
231.16	4839.516	19.26055
231.17	4840.279	19.26138
231.18	4841.709	19.26223
231.19	4841.28	19.26308
231.2	4839.754	19.26393
231.21	4840.565	19.26477
231.22	4840.136	19.2656
231.23	4841.185	19.26644
231.24	4842.424	19.26725
231.25	4843.712	19.26807
231.26	4844.045	19.2689
231.27	4843.283	19.26972
231.28	4842.329	19.27054
231.29	4841.662	19.27136
231.3	4841.9	19.2722
231.31	4841.471	19.27303
231.32	4841.566	19.27387
231.33	4841.757	19.27472
231.34	4841.995	19.27555
231.35	4841.948	19.27638
231.36	4840.66	19.27722
231.37	4842.663	19.27805
231.38	4842.424	19.27888
231.39	4843.617	19.27971
231.4	4841.852	19.28054
231.41	4842.234	19.28137
231.42	4842.901	19.28222
231.43	4844.332	19.28306
231.44	4844.188	19.28391
231.45	4843.14	19.28476
231.46	4843.378	19.2856
231.47	4842.281	19.28644
231.48	4843.998	19.28726
231.49	4843.235	19.28808
231.5	4840.994	19.28891
231.51	4842.234	19.28973
231.52	4843.807	19.29055
231.53	4843.188	19.29137
231.54	4843.807	19.29221
231.55	4842.329	19.29303
231.56	4839.945	19.29387
231.57	4841.662	19.29471
231.58	4844.141	19.29555
231.59	4844.57	19.29638
231.6	4845.143	19.29722
231.61	4844.045	19.29805
231.62	4843.283	19.29889
231.63	4842.997	19.29971
231.64	4844.713	19.30054
231.65	4845.381	19.30137
231.66	4845.143	19.30222
231.67	4844.618	19.30305
231.68	4843.902	19.3039
231.69	4844.045	19.30474
231.7	4844.666	19.30558
231.71	4844.188	19.30643
231.72	4843.521	19.30726
231.73	4843.378	19.30809
231.74	4841.995	19.30892
231.75	4841.471	19.30974
231.76	4842.758	19.31056
231.77	4841.852	19.31139
231.78	4842.424	19.31221
231.79	4842.71	19.31304
231.8	4843.188	19.31388
231.81	4844.427	19.31471
231.82	4846	19.31554
231.83	4845.047	19.31639
231.84	4843.331	19.31723
231.85	4843.521	19.31806
231.86	4843.855	19.3189
231.87	4843.569	19.31972
231.88	4843.378	19.32055
231.89	4843.521	19.32137
231.9	4843.664	19.32221
231.91	4844.427	19.32304
231.92	4843.95	19.32388
231.93	4843.044	19.32473
231.94	4842.949	19.32557
231.95	4842.377	19.32642
231.96	4843.235	19.32726
231.97	4843.998	19.3281
231.98	4844.856	19.32893
231.99	4844.618	19.32975
232	4845.429	19.33057
232.01	4844.952	19.3314
232.02	4844.427	19.33222
232.03	4842.615	19.33304
232.04	4842.758	19.33388
232.05	4844.379	19.3347
232.06	4847.431	19.33553
232.07	4846	19.33637
232.08	4843.474	19.33722
232.09	4845.714	19.33805
232.1	4846.668	19.33888
232.11	4843.855	19.33972
232.12	4843.664	19.34055
232.13	4843.76	19.34138
232.14	4843.188	19.34221
232.15	4843.14	19.34304
232.16	4844.666	19.34389
232.17	4844.952	19.34472
232.18	4842.138	19.34556
232.19	4844.379	19.34642
232.2	4845	19.34726
232.21	4843.76	19.3481
232.22	4844.284	19.34894
232.23	4846.239	19.34976
232.24	4845.81	19.35058
232.25	4845.714	19.35141
232.26	4846	19.35223
232.27	4844.761	19.35305
232.28	4843.474	19.35387
232.29	4843.331	19.35471
232.3	4845.047	19.35553
232.31	4844.761	19.35637
232.32	4843.855	19.3572
232.33	4842.949	19.35804
232.34	4846.764	19.35888
232.35	4845.81	19.35972
232.36	4843.998	19.36055
232.37	4845.333	19.36137
232.38	4843.95	19.36221
232.39	4844.713	19.36304
232.4	4846.525	19.36387
232.41	4847.669	19.36471
232.42	4845.524	19.36555
232.43	4846.43	19.3664
232.44	4848.194	19.36724
232.45	4848.48	19.36809
232.46	4847.336	19.36893
232.47	4847.717	19.36977
232.48	4845.762	19.37059
232.49	4845.81	19.37142
232.5	4844.141	19.37224
232.51	4845.238	19.37306
232.52	4845.524	19.37389
232.53	4847.431	19.37472
232.54	4847.145	19.37554
232.55	4844.809	19.37636
232.56	4847.097	19.37721
232.57	4846.907	19.37804
232.58	4846.478	19.37889
232.59	4845.381	19.37973
232.6	4846.621	19.38056
232.61	4846.478	19.3814
232.62	4847.05	19.38222
232.63	4846.144	19.38305
232.64	4846.764	19.38388
232.65	4846.191	19.38472
232.66	4846.144	19.38555
232.67	4847.574	19.38638
232.68	4847.383	19.38723
232.69	4847.717	19.38807
232.7	4847.526	19.38892
232.71	4847.669	19.38976
232.72	4848.862	19.39059
232.73	4846.859	19.39143
232.74	4846.764	19.39225
232.75	4847.05	19.39307
232.76	4846.239	19.3939
232.77	4847.002	19.39472
232.78	4845.953	19.39554
232.79	4848.337	19.39638
232.8	4847.717	19.3972
232.81	4846.478	19.39803
232.82	4848.766	19.39887
232.83	4849.911	19.39972
232.84	4848.671	19.40055
232.85	4846.907	19.40138
232.86	4847.145	19.40222
232.87	4846.191	19.40304
232.88	4847.765	19.40388
232.89	4847.479	19.40471
232.9	4847.765	19.40554
232.91	4848.528	19.40637
232.92	4847.717	19.40722
232.93	4847.908	19.40806
232.94	4848.48	19.40892
232.95	4847.24	19.40976
232.96	4847.193	19.4106
232.97	4848.909	19.41144
232.98	4850.674	19.41227
232.99	4850.149	19.41308
233	4848.576	19.41391
233.01	4846	19.41473
233.02	4846.239	19.41555
233.03	4847.526	19.41637
233.04	4846.382	19.4172
233.05	4848.146	19.41803
233.06	4847.908	19.41887
233.07	4848.814	19.41971
233.08	4846.525	19.42054
233.09	4847.622	19.42138
233.1	4846.048	19.42222
233.11	4846.573	19.42305
233.12	4848.433	19.42387
233.13	4850.245	19.42471
233.14	4851.293	19.42554
233.15	4848.433	19.42637
233.16	4848.814	19.42722
233.17	4849.672	19.42805
233.18	4849.768	19.4289
233.19	4848.385	19.42975
233.2	4849.481	19.43059
233.21	4850.006	19.43143
233.22	4847.86	19.43227
233.23	4847.86	19.4331
233.24	4849.72	19.43392
233.25	4850.912	19.43474
233.26	4850.96	19.43556
233.27	4850.864	19.4364
233.28	4848.719	19.43722
233.29	4850.817	19.43804
233.3	4851.866	19.43888
233.31	4850.245	19.43971
233.32	4848.623	19.44055
233.33	4850.245	19.44139
233.34	4851.484	19.44223
233.35	4851.341	19.44306
233.36	4850.578	19.4439
233.37	4850.102	19.44472
233.38	4848.29	19.44555
233.39	4849.291	19.44638
233.4	4850.149	19.44722
233.41	4851.246	19.44805
233.42	4849.958	19.44888
233.43	4850.388	19.44973
233.44	4850.912	19.45057
233.45	4849.958	19.45143
233.46	4851.15	19.45227
233.47	4850.197	19.4531
233.48	4850.626	19.45394
233.49	4850.102	19.45475
233.5	4850.674	19.45557
233.51	4852.39	19.4564
233.52	4854.25	19.45722
233.53	4852.772	19.45804
233.54	4848.623	19.45888
233.55	4848.719	19.4597
233.56	4852.104	19.46054
233.57	4852.009	19.46137
233.58	4852.2	19.46222
233.59	4849.577	19.46305
233.6	4850.483	19.46388
233.61	4851.007	19.46472
233.62	4849.577	19.46555
233.63	4849.1	19.46638
233.64	4850.96	19.46721
233.65	4849.291	19.46804
233.66	4848.671	19.46887
233.67	4851.627	19.46972
233.68	4854.107	19.47056
233.69	4850.531	19.47141
233.7	4848.194	19.47226
233.71	4849.1	19.4731
233.72	4852.152	19.47394
233.73	4852.486	19.47476
233.74	4852.39	19.47558
233.75	4852.772	19.47641
233.76	4851.961	19.47723
233.77	4851.532	19.47805
233.78	4849.434	19.47887
233.79	4849.863	19.47971
233.8	4849.243	19.48053
233.81	4851.103	19.48137
233.82	4851.15	19.48221
233.83	4850.626	19.48305
233.84	4850.388	19.48388
233.85	4849.1	19.48472
233.86	4850.626	19.48555
233.87	4852.104	19.48639
233.88	4851.627	19.48721
233.89	4850.674	19.48804
233.9	4852.057	19.48887
233.91	4852.867	19.48971
233.92	4852.533	19.49055
233.93	4849.148	19.4914
233.94	4850.769	19.49224
233.95	4852.676	19.49309
233.96	4851.532	19.49394
233.97	4850.864	19.49477
233.98	4851.198	19.49559
233.99	4851.723	19.49642
234	4853.153	19.49724
234.01	4853.678	19.49807
234.02	4855.013	19.4989
234.03	4852.438	19.49972
234.04	4851.532	19.50054
234.05	4853.439	19.50138
234.06	4853.201	19.50221
234.07	4852.438	19.50304
234.08	4850.388	19.50389
234.09	4849.005	19.50473
234.1	4851.771	19.50556
234.11	4853.201	19.50639
234.12	4852.2	19.50722
234.13	4851.15	19.50805
234.14	4853.487	19.50887
234.15	4854.059	19.50972
234.16	4853.964	19.51055
234.17	4855.442	19.51138
234.18	4853.583	19.51223
234.19	4854.202	19.51308
234.2	4855.061	19.51393
234.21	4854.584	19.51477
234.22	4854.584	19.5156
234.23	4855.585	19.51643
234.24	4856.443	19.51725
234.25	4852.39	19.51807
234.26	4851.484	19.5189
234.27	4852.772	19.51973
234.28	4852.629	19.52055
234.29	4853.01	19.52138
234.3	4853.535	19.52221
234.31	4854.393	19.52304
234.32	4855.204	19.52387
234.33	4853.63	19.52472
234.34	4853.821	19.52556
234.35	4853.726	19.5264
234.36	4854.155	19.52722
234.37	4854.679	19.52805
234.38	4854.107	19.52888
234.39	4852.676	19.52972
234.4	4852.629	19.53055
234.41	4853.296	19.53139
234.42	4855.538	19.53222
234.43	4854.822	19.53307
234.44	4855.013	19.53392
234.45	4854.107	19.53476
234.46	4853.869	19.5356
234.47	4855.013	19.53644
234.48	4854.155	19.53726
234.49	4855.728	19.53808
234.5	4855.442	19.53891
234.51	4853.678	19.53973
234.52	4852.533	19.54055
234.53	4856.062	19.54137
234.54	4856.205	19.5422
234.55	4854.727	19.54303
234.56	4856.586	19.54387
234.57	4854.87	19.54471
234.58	4855.49	19.54555
234.59	4853.916	19.54638
234.6	4855.824	19.54722
234.61	4855.681	19.54805
234.62	4853.487	19.54887
234.63	4855.108	19.54971
234.64	4855.538	19.55054
234.65	4855.395	19.55137
234.66	4857.302	19.55221
234.67	4858.351	19.55305
234.68	4855.728	19.5539
234.69	4856.729	19.55474
234.7	4858.303	19.55558
234.71	4857.35	19.55643
234.72	4854.536	19.55727
234.73	4854.012	19.5581
234.74	4856.539	19.55893
234.75	4857.445	19.55975
234.76	4859.876	19.56057
234.77	4858.16	19.5614
234.78	4856.3	19.56222
234.79	4856.682	19.56304
234.8	4856.968	19.56388
234.81	4857.207	19.56471
234.82	4856.3	19.56554
234.83	4856.491	19.56639
234.84	4858.637	19.56723
234.85	4860.592	19.56806
234.86	4857.493	19.5689
234.87	4857.445	19.56972
234.88	4855.824	19.57055
234.89	4856.968	19.57138
234.9	4857.35	19.57222
234.91	4852.724	19.57305
234.92	4855.776	19.57388
234.93	4859.352	19.57473
234.94	4858.16	19.57558
234.95	4857.111	19.57643
234.96	4857.445	19.57727
234.97	4857.397	19.5781
234.98	4855.919	19.57893
234.99	4858.303	19.57976
235	4858.78	19.58058
235.01	4858.637	19.58141
235.02	4856.825	19.58223
235.03	4856.634	19.58305
235.04	4858.875	19.58388
235.05	4854.584	19.5847
235.06	4856.062	19.58553
235.07	4856.586	19.58637
235.08	4856.157	19.58722
235.09	4857.254	19.58805
235.1	4857.302	19.58888
235.11	4856.3	19.58972
235.12	4855.347	19.59055
235.13	4855.871	19.59138
235.14	4858.064	19.59221
235.15	4858.542	19.59304
235.16	4860.783	19.59389
235.17	4860.163	19.59473
235.18	4858.398	19.59557
235.19	4859.209	19.59642
235.2	4858.971	19.59726
235.21	4857.207	19.5981
235.22	4857.159	19.59894
235.23	4856.777	19.59977
235.24	4857.731	19.60058
235.25	4858.446	19.60141
235.26	4859.352	19.60223
235.27	4858.112	19.60305
235.28	4858.732	19.60387
235.29	4858.064	19.6047
235.3	4858.637	19.60553
235.31	4860.64	19.60637
235.32	4858.351	19.60721
235.33	4857.445	19.60805
235.34	4857.207	19.60888
235.35	4858.064	19.60972
235.36	4858.446	19.61055
235.37	4858.542	19.61139
235.38	4859.019	19.61221
235.39	4860.115	19.61304
235.4	4858.78	19.61387
235.41	4858.78	19.61472
235.42	4859.257	19.61555
235.43	4858.398	19.6164
235.44	4858.398	19.61724
235.45	4858.637	19.61809
235.46	4857.683	19.61894
235.47	4857.921	19.61977
235.48	4860.067	19.62059
235.49	4862.452	19.62142
235.5	4859.066	19.62224
235.51	4858.351	19.62307
235.52	4858.875	19.6239
235.53	4858.78	19.62472
235.54	4859.59	19.62554
235.55	4860.306	19.62638
235.56	4858.923	19.62721
235.57	4859.59	19.62805
235.58	4858.637	19.62889
235.59	4858.589	19.62973
235.6	4860.067	19.63056
235.61	4861.259	19.6314
235.62	4860.783	19.63222
235.63	4861.784	19.63305
235.64	4861.498	19.63388
235.65	4858.351	19.63472
235.66	4858.637	19.63555
235.67	4858.589	19.63638
235.68	4859.066	19.63723
235.69	4861.307	19.63807
235.7	4862.833	19.63893
235.71	4863.024	19.63976
235.72	4860.067	19.6406
235.73	4860.21	19.64143
235.74	4860.926	19.64225
235.75	4861.688	19.64307
235.76	4861.307	19.6439
235.77	4863.405	19.64473
235.78	4860.306	19.64555
235.79	4860.21	19.64638
235.8	4861.641	19.6472
235.81	4858.446	19.64803
235.82	4861.164	19.64887
235.83	4862.213	19.64972
235.84	4861.355	19.65056
235.85	4861.212	19.65138
235.86	4861.927	19.65222
235.87	4861.593	19.65305
235.88	4863.93	19.65388
235.89	4864.168	19.65471
235.9	4861.307	19.65554
235.91	4860.306	19.65637
235.92	4859.59	19.65722
235.93	4861.259	19.65806
235.94	4862.309	19.65892
235.95	4862.499	19.65976
235.96	4861.355	19.6606
235.97	4858.732	19.66144
235.98	4858.78	19.66227
235.99	4859.686	19.66308
236	4860.735	19.66391
236.01	4861.259	19.66473
236.02	4862.118	19.66555
236.03	4861.641	19.66637
236.04	4860.497	19.66721
236.05	4860.688	19.66803
236.06	4859.543	19.66887
236.07	4857.921	19.66971
236.08	4859.352	19.67055
236.09	4861.927	19.67138
236.1	4862.356	19.67222
236.11	4860.115	19.67305
236.12	4861.975	19.67389
236.13	4863.548	19.67471
236.14	4862.928	19.67554
236.15	4864.359	19.67637
236.16	4862.785	19.67722
236.17	4862.928	19.67805
236.18	4861.545	19.6789
236.19	4862.452	19.67975
236.2	4862.785	19.68059
236.21	4862.499	19.68144
236.22	4862.356	19.68227
236.23	4862.547	19.68309
236.24	4862.69	19.68392
236.25	4862.642	19.68474
236.26	4862.642	19.68557
236.27	4863.405	19.6864
236.28	4863.548	19.68722
236.29	4862.499	19.68804
236.3	4862.928	19.68886
236.31	4862.166	19.68971
236.32	4862.499	19.69055
236.33	4863.214	19.69139
236.34	4860.735	19.69223
236.35	4859.781	19.69306
236.36	4863.93	19.6939
236.37	4867.554	19.69472
236.38	4868.507	19.69555
236.39	4871.178	19.69638
236.4	4873.085	19.69722
236.41	4874.086	19.69805
236.42	4874.945	19.69888
236.43	4873.276	19.69973
236.44	4873.323	19.70058
236.45	4873.848	19.70143
236.46	4874.516	19.70227
236.47	4876.518	19.7031
236.48	4876.185	19.70393
236.49	4877.043	19.70475
236.5	4875.564	19.70557
236.51	4875.898	19.7064
236.52	4873.276	19.70722
236.53	4870.892	19.70805
236.54	4872.847	19.70888
236.55	4872.847	19.7097
236.56	4873.752	19.71054
236.57	4872.608	19.71137
236.58	4869.414	19.71222
236.59	4866.934	19.71305
236.6	4866.981	19.7139
236.61	4867.315	19.71472
236.62	4871.368	19.71555
236.63	4869.08	19.71638
236.64	4865.79	19.71721
236.65	4866.028	19.71804
236.66	4867.554	19.71887
236.67	4867.697	19.71972
236.68	4865.694	19.72056
236.69	4866.552	19.72141
236.7	4865.265	19.72226
236.71	4866.076	19.7231
236.72	4867.458	19.72394
236.73	4866.886	19.72476
236.74	4866.314	19.72558
236.75	4867.84	19.72641
236.76	4869.7	19.72723
236.77	4871.75	19.72805
236.78	4872.704	19.72887
236.79	4871.13	19.7297
236.8	4869.557	19.73053
236.81	4871.083	19.73137
236.82	4869.032	19.73221
236.83	4869.747	19.73305
236.84	4871.083	19.73388
236.85	4870.319	19.73472
236.86	4867.697	19.73555
236.87	4868.269	19.73639
236.88	4869.175	19.73722
236.89	4868.316	19.73804
236.9	4866.934	19.73887
236.91	4867.315	19.73971
236.92	4868.221	19.74056
236.93	4869.652	19.74141
236.94	4870.51	19.74225
236.95	4868.507	19.74309
236.96	4867.792	19.74394
236.97	4868.889	19.74477
236.98	4869.366	19.74559
236.99	4870.033	19.74642
237	4868.937	19.74724
237.01	4871.273	19.74806
237.02	4870.939	19.7489
237.03	4870.271	19.74972
237.04	4870.844	19.75054
237.05	4871.368	19.75138
237.06	4866.886	19.75221
237.07	4870.319	19.75304
237.08	4872.656	19.75389
237.09	4870.271	19.75473
237.1	4870.51	19.75555
237.11	4870.844	19.7564
237.12	4871.273	19.75722
237.13	4872.274	19.75805
237.14	4871.13	19.75888
237.15	4871.13	19.75972
237.16	4870.987	19.76056
237.17	4871.654	19.7614
237.18	4871.035	19.76224
237.19	4869.747	19.76308
237.2	4871.321	19.76393
237.21	4871.416	19.76477
237.22	4870.081	19.7656
237.23	4871.654	19.76644
237.24	4873.18	19.76726
237.25	4873.276	19.76808
237.26	4872.847	19.76891
237.27	4872.513	19.76973
237.28	4873.037	19.77054
237.29	4873.133	19.77138
237.3	4872.465	19.7722
237.31	4871.845	19.77304
237.32	4871.654	19.77389
237.33	4873.466	19.77472
237.34	4872.751	19.77555
237.35	4870.128	19.77638
237.36	4872.751	19.77723
237.37	4871.893	19.77805
237.38	4873.228	19.77888
237.39	4873.276	19.77971
237.4	4872.895	19.78054
237.41	4870.605	19.78139
237.42	4872.227	19.78223
237.43	4872.561	19.78307
237.44	4872.608	19.78392
237.45	4873.752	19.78477
237.46	4873.085	19.7856
237.47	4872.847	19.78644
237.48	4874.659	19.78727
237.49	4874.42	19.78809
237.5	4873.848	19.78891
237.51	4872.131	19.78973
237.52	4871.75	19.79056
237.53	4870.749	19.79139
237.54	4870.653	19.79221
237.55	4870.892	19.79303
237.56	4872.227	19.79387
237.57	4872.895	19.79472
237.58	4872.227	19.79555
237.59	4873.037	19.79638
237.6	4872.322	19.79722
237.61	4871.893	19.79805
237.62	4874.086	19.79887
237.63	4875.326	19.79971
237.64	4871.702	19.80054
237.65	4872.942	19.80137
237.66	4872.656	19.80221
237.67	4870.701	19.80304
237.68	4871.893	19.80387
237.69	4875.66	19.80473
237.7	4874.849	19.80558
237.71	4874.468	19.80643
237.72	4874.182	19.80726
237.73	4872.036	19.80809
237.74	4872.656	19.80891
237.75	4875.088	19.80973
237.76	4876.947	19.81056
237.77	4875.04	19.81139
237.78	4873.8	19.81221
237.79	4874.897	19.81303
237.8	4874.802	19.81386
237.81	4875.469	19.81471
237.82	4873.943	19.81554
237.83	4874.563	19.81639
237.84	4872.99	19.81723
237.85	4871.94	19.81806
237.86	4872.274	19.81889
237.87	4872.561	19.81972
237.88	4873.752	19.82054
237.89	4874.277	19.82137
237.9	4874.229	19.82221
237.91	4873.896	19.82304
237.92	4873.133	19.82388
237.93	4872.751	19.82473
237.94	4874.277	19.82557
237.95	4876.995	19.82642
237.96	4875.421	19.82726
237.97	4874.992	19.8281
237.98	4874.373	19.82893
237.99	4873.371	19.82975
238	4873.371	19.83057
238.01	4875.803	19.8314
238.02	4874.325	19.83222
238.03	4875.183	19.83304
238.04	4875.374	19.83388
238.05	4876.471	19.8347
238.06	4877.424	19.83554
238.07	4874.945	19.83637
238.08	4872.847	19.83722
238.09	4874.325	19.83805
238.1	4873.609	19.83887
238.11	4873.323	19.83971
238.12	4875.469	19.84053
238.13	4876.137	19.84138
238.14	4875.66	19.8422
238.15	4877.043	19.84304
238.16	4875.183	19.84387
238.17	4873.896	19.84472
238.18	4873.752	19.84556
238.19	4874.325	19.84641
238.2	4873.848	19.84725
238.21	4876.423	19.84809
238.22	4878.378	19.84894
238.23	4879.999	19.84976
238.24	4878.33	19.85058
238.25	4876.232	19.85141
238.26	4875.04	19.85223
238.27	4875.04	19.85305
238.28	4875.469	19.85387
238.29	4875.326	19.8547
238.3	4873.276	19.85553
238.31	4875.946	19.85637
238.32	4876.566	19.85721
238.33	4878.426	19.85805
238.34	4878.044	19.85888
238.35	4878.521	19.85972
238.36	4876.042	19.86055
238.37	4875.04	19.86137
238.38	4876.137	19.86222
