Acero		
Tiempo	Fuerza	Desplazamiento
seg	N	mm
531.8	5988.836	44.31387
531.81	5988.884	44.31471
531.82	5988.884	44.31555
531.83	5988.979	44.31638
531.84	5988.979	44.31723
531.85	5988.979	44.31806
531.86	5989.123	44.3189
531.87	5989.123	44.31972
531.88	5989.123	44.32055
531.89	5989.123	44.32138
531.9	5989.218	44.32222
531.91	5989.218	44.32305
531.92	5989.218	44.32388
531.93	5989.313	44.32473
531.94	5989.313	44.32558
531.95	5989.313	44.32643
531.96	5989.456	44.32727
531.97	5989.456	44.3281
531.98	5989.456	44.32894
531.99	5989.456	44.32975
532	5989.552	44.33057
532.01	5989.552	44.33139
532.02	5989.599	44.33222
532.03	5989.695	44.33305
532.04	5989.695	44.33387
532.05	5989.695	44.33471
532.06	5989.79	44.33553
532.07	5989.79	44.33638
532.08	5989.838	44.33722
532.09	5989.933	44.33805
532.1	5989.933	44.33889
532.11	5990.028	44.33972
532.12	5990.028	44.34054
532.13	5990.076	44.34137
532.14	5990.171	44.34221
532.15	5990.171	44.34304
532.16	5990.171	44.34388
532.17	5990.267	44.34473
532.18	5990.267	44.34557
532.19	5990.267	44.34642
532.2	5990.41	44.34726
532.21	5990.41	44.3481
532.22	5990.41	44.34894
532.23	5990.41	44.34976
532.24	5990.505	44.35058
532.25	5990.505	44.35141
532.26	5990.505	44.35223
532.27	5990.648	44.35305
532.28	5990.648	44.35387
532.29	5990.648	44.35471
532.3	5990.696	44.35553
532.31	5990.744	44.35637
532.32	5990.744	44.35721
532.33	5990.839	44.35804
532.34	5990.887	44.35889
532.35	5990.887	44.35972
532.36	5990.982	44.36055
532.37	5990.982	44.36139
532.38	5991.078	44.36221
532.39	5991.125	44.36304
532.4	5991.125	44.36388
532.41	5991.221	44.36472
532.42	5991.221	44.36555
532.43	5991.268	44.36639
532.44	5991.363	44.36725
532.45	5991.363	44.36809
532.46	5991.411	44.36894
532.47	5991.459	44.36977
532.48	5991.459	44.37059
532.49	5991.506	44.37142
532.5	5991.554	44.37224
532.51	5991.554	44.37306
532.52	5991.602	44.37389
532.53	5991.697	44.37472
532.54	5991.697	44.37554
532.55	5991.697	44.37637
532.56	5991.792	44.37721
532.57	5991.792	44.37805
532.58	5991.792	44.37888
532.59	5991.936	44.37973
532.6	5991.936	44.38056
532.61	5991.936	44.3814
532.62	5992.031	44.38222
532.63	5992.031	44.38305
532.64	5992.079	44.3839
532.65	5992.174	44.38472
532.66	5992.174	44.38555
532.67	5992.27	44.38638
532.68	5992.27	44.38723
532.69	5992.317	44.38808
532.7	5992.413	44.38893
532.71	5992.413	44.38977
532.72	5992.46	44.3906
532.73	5992.508	44.39143
532.74	5992.508	44.39226
532.75	5992.651	44.39308
532.76	5992.651	44.39391
532.77	5992.651	44.39472
532.78	5992.747	44.39554
532.79	5992.747	44.39637
532.8	5992.747	44.3972
532.81	5992.89	44.39803
532.82	5992.89	44.39888
532.83	5992.89	44.39972
532.84	5992.985	44.40055
532.85	5992.985	44.40139
532.86	5992.985	44.40222
532.87	5993.128	44.40305
532.88	5993.128	44.40387
532.89	5993.128	44.40471
532.9	5993.223	44.40554
532.91	5993.223	44.40638
532.92	5993.271	44.40722
532.93	5993.366	44.40807
532.94	5993.366	44.40892
532.95	5993.414	44.40976
532.96	5993.461	44.41059
532.97	5993.461	44.41144
532.98	5993.604	44.41226
532.99	5993.604	44.41308
533	5993.604	44.41391
533.01	5993.7	44.41473
533.02	5993.7	44.41555
533.03	5993.7	44.41637
533.04	5993.843	44.41721
533.05	5993.843	44.41803
533.06	5993.843	44.41887
533.07	5993.938	44.41971
533.08	5993.938	44.42055
533.09	5993.938	44.42139
533.1	5993.986	44.42222
533.11	5994.034	44.42305
533.12	5994.034	44.42387
533.13	5994.129	44.42471
533.14	5994.177	44.42555
533.15	5994.177	44.42638
533.16	5994.272	44.42722
533.17	5994.272	44.42806
533.18	5994.272	44.42891
533.19	5994.368	44.42975
533.2	5994.415	44.43059
533.21	5994.415	44.43144
533.22	5994.463	44.43227
533.23	5994.511	44.43311
533.24	5994.511	44.43393
533.25	5994.606	44.43475
533.26	5994.654	44.43557
533.27	5994.654	44.43639
533.28	5994.701	44.43722
533.29	5994.749	44.43804
533.3	5994.749	44.43887
533.31	5994.797	44.43971
533.32	5994.892	44.44055
533.33	5994.892	44.44139
533.34	5994.892	44.44223
533.35	5994.94	44.44306
533.36	5994.987	44.4439
533.37	5994.987	44.44472
533.38	5995.035	44.44555
533.39	5995.13	44.44638
533.4	5995.13	44.44722
533.41	5995.13	44.44805
533.42	5995.226	44.44889
533.43	5995.226	44.44973
533.44	5995.226	44.45058
533.45	5995.369	44.45143
533.46	5995.369	44.45227
533.47	5995.369	44.4531
533.48	5995.464	44.45394
533.49	5995.464	44.45475
533.5	5995.464	44.45557
533.51	5995.512	44.45641
533.52	5995.607	44.45723
533.53	5995.607	44.45805
533.54	5995.655	44.45887
533.55	5995.703	44.45971
533.56	5995.703	44.46054
533.57	5995.703	44.46138
533.58	5995.846	44.46222
533.59	5995.846	44.46306
533.6	5995.846	44.46389
533.61	5995.894	44.46472
533.62	5995.941	44.46555
533.63	5995.941	44.46637
533.64	5995.941	44.46721
533.65	5996.037	44.46804
533.66	5996.084	44.46888
533.67	5996.084	44.46972
533.68	5996.084	44.47056
533.69	5996.18	44.47142
533.7	5996.18	44.47226
533.71	5996.18	44.4731
533.72	5996.323	44.47394
533.73	5996.323	44.47477
533.74	5996.323	44.47559
533.75	5996.418	44.47641
533.76	5996.418	44.47724
533.77	5996.418	44.47806
533.78	5996.418	44.47887
533.79	5996.513	44.47971
533.8	5996.513	44.48053
533.81	5996.513	44.48137
533.82	5996.656	44.48221
533.83	5996.656	44.48306
533.84	5996.656	44.48389
533.85	5996.752	44.48472
533.86	5996.752	44.48555
533.87	5996.752	44.48637
533.88	5996.847	44.48721
533.89	5996.895	44.48805
533.9	5996.895	44.48888
533.91	5996.895	44.48972
533.92	5996.99	44.49056
533.93	5996.99	44.49141
533.94	5996.99	44.49225
533.95	5997.038	44.4931
533.96	5997.133	44.49394
533.97	5997.133	44.49477
533.98	5997.133	44.49559
533.99	5997.133	44.49642
534	5997.229	44.49724
534.01	5997.229	44.49807
534.02	5997.276	44.49889
534.03	5997.372	44.49972
534.04	5997.372	44.50054
534.05	5997.372	44.50137
534.06	5997.467	44.50221
534.07	5997.467	44.50305
534.08	5997.467	44.50389
534.09	5997.515	44.50473
534.1	5997.61	44.50556
534.11	5997.61	44.5064
534.12	5997.61	44.50722
534.13	5997.706	44.50805
534.14	5997.706	44.50888
534.15	5997.753	44.50972
534.16	5997.849	44.51055
534.17	5997.849	44.51139
534.18	5997.849	44.51223
534.19	5997.944	44.51308
534.2	5997.944	44.51393
534.21	5997.944	44.51477
534.22	5997.992	44.5156
534.23	5998.087	44.51644
534.24	5998.087	44.51726
534.25	5998.087	44.51808
534.26	5998.182	44.51891
534.27	5998.182	44.51973
534.28	5998.182	44.52054
534.29	5998.182	44.52136
534.3	5998.325	44.5222
534.31	5998.325	44.52303
534.32	5998.325	44.52388
534.33	5998.373	44.52472
534.34	5998.421	44.52556
534.35	5998.421	44.52639
534.36	5998.421	44.52722
534.37	5998.564	44.52804
534.38	5998.564	44.52887
534.39	5998.564	44.52971
534.4	5998.611	44.53054
534.41	5998.659	44.53138
534.42	5998.659	44.53222
534.43	5998.659	44.53306
534.44	5998.802	44.53391
534.45	5998.802	44.53476
534.46	5998.802	44.5356
534.47	5998.85	44.53644
534.48	5998.897	44.53726
534.49	5998.897	44.53807
534.5	5998.897	44.53889
534.51	5998.993	44.53972
534.52	5998.993	44.54054
534.53	5998.993	44.54136
534.54	5999.136	44.54219
534.55	5999.136	44.54302
534.56	5999.136	44.54385
534.57	5999.136	44.54471
534.58	5999.231	44.54554
534.59	5999.231	44.54638
534.6	5999.231	44.54722
534.61	5999.375	44.54804
534.62	5999.375	44.54886
534.63	5999.375	44.5497
534.64	5999.47	44.55054
534.65	5999.47	44.55138
534.66	5999.47	44.5522
534.67	5999.47	44.55304
534.68	5999.613	44.55389
534.69	5999.613	44.55474
534.7	5999.613	44.55558
534.71	5999.613	44.55643
534.72	5999.708	44.55726
534.73	5999.708	44.55808
534.74	5999.708	44.55891
534.75	5999.708	44.55974
534.76	5999.756	44.56056
534.77	5999.851	44.56139
534.78	5999.851	44.56221
534.79	5999.851	44.56303
534.8	5999.947	44.56387
534.81	5999.947	44.5647
534.82	5999.947	44.56554
534.83	5999.994	44.56638
534.84	6000.09	44.56722
534.85	6000.09	44.56805
534.86	6000.09	44.56889
534.87	6000.185	44.56971
534.88	6000.185	44.57054
534.89	6000.185	44.57137
534.9	6000.328	44.57221
534.91	6000.328	44.57304
534.92	6000.328	44.57388
534.93	6000.423	44.57473
534.94	6000.423	44.57557
534.95	6000.423	44.57642
534.96	6000.471	44.57727
534.97	6000.566	44.5781
534.98	6000.566	44.57893
534.99	6000.566	44.57975
535	6000.566	44.58057
535.01	6000.662	44.58139
535.02	6000.662	44.58222
535.03	6000.662	44.58304
535.04	6000.662	44.58386
535.05	6000.805	44.5847
535.06	6000.805	44.58553
535.07	6000.805	44.58638
535.08	6000.805	44.58722
535.09	6000.853	44.58805
535.1	6000.9	44.58889
535.11	6000.9	44.58972
535.12	6000.9	44.59054
535.13	6000.948	44.59137
535.14	6001.043	44.59221
535.15	6001.043	44.59304
535.16	6001.091	44.59388
535.17	6001.139	44.59472
535.18	6001.139	44.59556
535.19	6001.187	44.59641
535.2	6001.282	44.59726
535.21	6001.282	44.5981
535.22	6001.282	44.59894
535.23	6001.377	44.59976
535.24	6001.377	44.60058
535.25	6001.377	44.60141
535.26	6001.377	44.60223
535.27	6001.473	44.60305
535.28	6001.473	44.60387
535.29	6001.473	44.6047
535.3	6001.52	44.60552
535.31	6001.616	44.60637
535.32	6001.616	44.60721
535.33	6001.616	44.60804
535.34	6001.711	44.60889
535.35	6001.711	44.60972
535.36	6001.711	44.61054
535.37	6001.806	44.61137
535.38	6001.854	44.61221
535.39	6001.854	44.61304
535.4	6001.854	44.61388
535.41	6001.854	44.61471
535.42	6001.902	44.61555
535.43	6001.949	44.61639
535.44	6001.949	44.61724
535.45	6001.949	44.61808
535.46	6002.092	44.61893
535.47	6002.092	44.61977
535.48	6002.092	44.62058
535.49	6002.188	44.62141
535.5	6002.188	44.62223
535.51	6002.188	44.62306
535.52	6002.235	44.62389
535.53	6002.331	44.62472
535.54	6002.331	44.62554
535.55	6002.331	44.62637
535.56	6002.331	44.62721
535.57	6002.426	44.62805
535.58	6002.426	44.62888
535.59	6002.426	44.62973
535.6	6002.569	44.63055
535.61	6002.569	44.63139
535.62	6002.617	44.63222
535.63	6002.665	44.63305
535.64	6002.665	44.63388
535.65	6002.712	44.63472
535.66	6002.808	44.63555
535.67	6002.808	44.63638
535.68	6002.808	44.63723
535.69	6002.903	44.63807
535.7	6002.903	44.63892
535.71	6002.903	44.63976
535.72	6002.903	44.64059
535.73	6003.046	44.64143
535.74	6003.046	44.64225
535.75	6003.046	44.64306
535.76	6003.046	44.64389
535.77	6003.142	44.64472
535.78	6003.142	44.64554
535.79	6003.142	44.64637
535.8	6003.237	44.6472
535.81	6003.285	44.64803
535.82	6003.285	44.64888
535.83	6003.285	44.64972
535.84	6003.38	44.65055
535.85	6003.38	44.65139
535.86	6003.38	44.65222
535.87	6003.523	44.65305
535.88	6003.523	44.65387
535.89	6003.523	44.65471
535.9	6003.618	44.65554
535.91	6003.618	44.65638
535.92	6003.666	44.65722
535.93	6003.761	44.65806
535.94	6003.761	44.65891
535.95	6003.809	44.65976
535.96	6003.856	44.6606
535.97	6003.856	44.66144
535.98	6003.904	44.66226
535.99	6003.952	44.66307
536	6003.952	44.66389
536.01	6004	44.66473
536.02	6004.095	44.66554
536.03	6004.095	44.66636
536.04	6004.095	44.6672
536.05	6004.095	44.66802
536.06	6004.19	44.66887
536.07	6004.19	44.66971
536.08	6004.19	44.67055
536.09	6004.238	44.67139
536.1	6004.333	44.67222
536.11	6004.333	44.67305
536.12	6004.333	44.67387
536.13	6004.429	44.67471
536.14	6004.429	44.67554
536.15	6004.524	44.67638
536.16	6004.572	44.67722
536.17	6004.572	44.67805
536.18	6004.667	44.67889
536.19	6004.667	44.67974
536.2	6004.667	44.68059
536.21	6004.811	44.68143
536.22	6004.811	44.68227
536.23	6004.858	44.68308
536.24	6004.906	44.68392
536.25	6004.906	44.68474
536.26	6004.954	44.68556
536.27	6005.049	44.68639
536.28	6005.049	44.68721
536.29	6005.097	44.68804
536.3	6005.144	44.68887
536.31	6005.144	44.6897
536.32	6005.192	44.69054
536.33	6005.287	44.69138
536.34	6005.287	44.69222
536.35	6005.287	44.69306
536.36	6005.382	44.69389
536.37	6005.382	44.69472
536.38	6005.382	44.69555
536.39	6005.478	44.69637
536.4	6005.525	44.69722
536.41	6005.525	44.69805
536.42	6005.573	44.69888
536.43	6005.621	44.69973
536.44	6005.621	44.70057
536.45	6005.716	44.70142
536.46	6005.764	44.70226
536.47	6005.764	44.7031
536.48	6005.859	44.70391
536.49	6005.859	44.70475
536.5	6005.859	44.70556
536.51	6006.002	44.70639
536.52	6006.002	44.70721
536.53	6006.002	44.70804
536.54	6006.098	44.70887
536.55	6006.098	44.70971
536.56	6006.146	44.71054
536.57	6006.241	44.71138
536.58	6006.241	44.71222
536.59	6006.241	44.71305
536.6	6006.336	44.71389
536.61	6006.336	44.71472
536.62	6006.336	44.71554
536.63	6006.432	44.71637
536.64	6006.432	44.71721
536.65	6006.432	44.71804
536.66	6006.575	44.71888
536.67	6006.575	44.71972
536.68	6006.622	44.72056
536.69	6006.67	44.72141
536.7	6006.67	44.72225
536.71	6006.765	44.72309
536.72	6006.813	44.72394
536.73	6006.813	44.72476
536.74	6006.813	44.72558
536.75	6006.908	44.72641
536.76	6006.908	44.72723
536.77	6006.908	44.72804
536.78	6007.051	44.72887
536.79	6007.051	44.7297
536.8	6007.051	44.73053
536.81	6007.099	44.73137
536.82	6007.147	44.73221
536.83	6007.147	44.73304
536.84	6007.147	44.73389
536.85	6007.29	44.73472
536.86	6007.29	44.73555
536.87	6007.29	44.73639
536.88	6007.385	44.73721
536.89	6007.385	44.73804
536.9	6007.385	44.73888
536.91	6007.528	44.73971
536.92	6007.528	44.74055
536.93	6007.528	44.74139
536.94	6007.576	44.74224
536.95	6007.624	44.74308
536.96	6007.624	44.74393
536.97	6007.767	44.74476
536.98	6007.767	44.74559
536.99	6007.814	44.74642
537	6007.862	44.74724
537.01	6007.862	44.74806
537.02	6007.91	44.74889
537.03	6008.005	44.74972
537.04	6008.005	44.75054
537.05	6008.005	44.75137
537.06	6008.005	44.75221
537.07	6008.101	44.75304
537.08	6008.101	44.75388
537.09	6008.101	44.75473
537.1	6008.101	44.75556
537.11	6008.244	44.75639
537.12	6008.244	44.75722
537.13	6008.244	44.75805
537.14	6008.244	44.75888
537.15	6008.244	44.75972
537.16	6008.339	44.76055
537.17	6008.339	44.76138
537.18	6008.339	44.76223
537.19	6008.387	44.76308
537.2	6008.482	44.76393
537.21	6008.482	44.76477
537.22	6008.482	44.7656
537.23	6008.577	44.76644
537.24	6008.577	44.76725
537.25	6008.577	44.76807
537.26	6008.72	44.76889
537.27	6008.72	44.76972
537.28	6008.72	44.77054
537.29	6008.816	44.77137
537.3	6008.816	44.7722
537.31	6008.816	44.77303
537.32	6008.816	44.77388
537.33	6008.863	44.77472
537.34	6008.911	44.77555
537.35	6008.911	44.77639
537.36	6008.911	44.77722
537.37	6008.911	44.77804
537.38	6008.911	44.77887
537.39	6009.054	44.77971
537.4	6009.054	44.78054
537.41	6009.054	44.78138
537.42	6009.054	44.78222
537.43	6009.054	44.78306
537.44	6009.102	44.78391
537.45	6009.149	44.78476
537.46	6009.149	44.78559
537.47	6009.149	44.78644
537.48	6009.149	44.78726
537.49	6009.149	44.78808
537.5	6009.292	44.78891
537.51	6009.292	44.78973
537.52	6009.292	44.79055
537.53	6009.388	44.79137
537.54	6009.388	44.7922
537.55	6009.388	44.79303
537.56	6009.436	44.79387
537.57	6009.531	44.79471
537.58	6009.531	44.79555
537.59	6009.531	44.79639
537.6	6009.531	44.79722
537.61	6009.579	44.79805
537.62	6009.626	44.79889
537.63	6009.626	44.79971
537.64	6009.626	44.80054
537.65	6009.626	44.80138
537.66	6009.626	44.80221
537.67	6009.77	44.80305
537.68	6009.77	44.80389
537.69	6009.77	44.80474
537.7	6009.77	44.80559
537.71	6009.77	44.80643
537.72	6009.77	44.80727
537.73	6009.865	44.80811
537.74	6009.865	44.80892
537.75	6009.865	44.80974
537.76	6009.865	44.81056
537.77	6009.865	44.81139
537.78	6010.008	44.81222
537.79	6010.008	44.81304
537.8	6010.008	44.81387
537.81	6010.008	44.81471
537.82	6010.056	44.81555
537.83	6010.103	44.81639
537.84	6010.103	44.81723
537.85	6010.151	44.81806
537.86	6010.246	44.81889
537.87	6010.246	44.81972
537.88	6010.246	44.82055
537.89	6010.246	44.82137
537.9	6010.294	44.82221
537.91	6010.342	44.82305
537.92	6010.342	44.82388
537.93	6010.342	44.82473
537.94	6010.389	44.82557
537.95	6010.485	44.82643
537.96	6010.485	44.82726
537.97	6010.485	44.8281
537.98	6010.485	44.82893
537.99	6010.58	44.82975
538	6010.58	44.83057
538.01	6010.58	44.83141
538.02	6010.58	44.83223
538.03	6010.58	44.83305
538.04	6010.723	44.83387
538.05	6010.723	44.8347
538.06	6010.723	44.83554
538.07	6010.771	44.83638
538.08	6010.818	44.83721
538.09	6010.818	44.83805
538.1	6010.818	44.83889
538.11	6010.866	44.83972
538.12	6010.961	44.84054
538.13	6010.961	44.84137
538.14	6010.961	44.84221
538.15	6011.057	44.84304
538.16	6011.057	44.84388
538.17	6011.057	44.84472
538.18	6011.057	44.84556
538.19	6011.152	44.84641
538.2	6011.2	44.84726
538.21	6011.2	44.8481
538.22	6011.248	44.84894
538.23	6011.295	44.84977
538.24	6011.295	44.85058
538.25	6011.343	44.85141
538.26	6011.391	44.85223
538.27	6011.391	44.85305
538.28	6011.391	44.85387
538.29	6011.486	44.8547
538.3	6011.534	44.85553
538.31	6011.534	44.85637
538.32	6011.534	44.85721
538.33	6011.582	44.85805
538.34	6011.629	44.85889
538.35	6011.629	44.85972
538.36	6011.772	44.86055
538.37	6011.772	44.86139
538.38	6011.772	44.86221
538.39	6011.82	44.86304
538.4	6011.868	44.86388
538.41	6011.868	44.86472
538.42	6011.868	44.86555
538.43	6012.011	44.86639
538.44	6012.011	44.86724
538.45	6012.011	44.86809
538.46	6012.011	44.86893
538.47	6012.106	44.86976
538.48	6012.106	44.87059
538.49	6012.106	44.87142
538.5	6012.106	44.87224
538.51	6012.249	44.87306
538.52	6012.249	44.87389
538.53	6012.249	44.87471
538.54	6012.344	44.87554
538.55	6012.344	44.87637
538.56	6012.344	44.87721
538.57	6012.487	44.87804
538.58	6012.487	44.87888
538.59	6012.487	44.87973
538.6	6012.535	44.88056
538.61	6012.583	44.8814
538.62	6012.583	44.88222
538.63	6012.63	44.88305
538.64	6012.726	44.88388
538.65	6012.726	44.88471
538.66	6012.773	44.88554
538.67	6012.821	44.88638
538.68	6012.821	44.88723
538.69	6012.869	44.88807
538.7	6012.964	44.88892
538.71	6012.964	44.88976
538.72	6012.964	44.8906
538.73	6013.06	44.89143
538.74	6013.06	44.89225
538.75	6013.06	44.89307
538.76	6013.06	44.89389
538.77	6013.155	44.89473
538.78	6013.203	44.89554
538.79	6013.203	44.89637
538.8	6013.203	44.8972
538.81	6013.298	44.89803
538.82	6013.298	44.89888
538.83	6013.298	44.89971
538.84	6013.346	44.90055
538.85	6013.441	44.90139
538.86	6013.441	44.90222
538.87	6013.441	44.90304
538.88	6013.441	44.90387
538.89	6013.537	44.90471
538.9	6013.537	44.90554
538.91	6013.584	44.90638
538.92	6013.68	44.90722
538.93	6013.68	44.90806
538.94	6013.727	44.90891
538.95	6013.775	44.90976
538.96	6013.775	44.9106
538.97	6013.823	44.91144
538.98	6013.87	44.91227
538.99	6013.87	44.91309
539	6013.87	44.91392
539.01	6014.013	44.91473
539.02	6014.013	44.91556
539.03	6014.013	44.91637
539.04	6014.013	44.91721
539.05	6014.109	44.91803
539.06	6014.109	44.91887
539.07	6014.109	44.91971
539.08	6014.109	44.92055
539.09	6014.252	44.92139
539.1	6014.252	44.92222
539.11	6014.252	44.92305
539.12	6014.347	44.92389
539.13	6014.347	44.92471
539.14	6014.347	44.92554
539.15	6014.347	44.92638
539.16	6014.347	44.92722
539.17	6014.49	44.92805
539.18	6014.49	44.92889
539.19	6014.49	44.92974
539.2	6014.49	44.93059
539.21	6014.585	44.93143
539.22	6014.585	44.93227
539.23	6014.681	44.93309
539.24	6014.729	44.93392
539.25	6014.729	44.93474
539.26	6014.776	44.93556
539.27	6014.824	44.93639
539.28	6014.824	44.93721
539.29	6014.824	44.93804
539.3	6014.967	44.93887
539.31	6014.967	44.93971
539.32	6014.967	44.94055
539.33	6015.015	44.94139
539.34	6015.063	44.94223
539.35	6015.063	44.94306
539.36	6015.063	44.9439
539.37	6015.206	44.94473
539.38	6015.206	44.94555
539.39	6015.206	44.94638
539.4	6015.301	44.94722
539.41	6015.301	44.94805
539.42	6015.301	44.94888
539.43	6015.444	44.94973
539.44	6015.444	44.95058
539.45	6015.444	44.95143
539.46	6015.444	44.95227
539.47	6015.444	44.9531
539.48	6015.539	44.95393
539.49	6015.539	44.95475
539.5	6015.539	44.95557
539.51	6015.587	44.95639
539.52	6015.682	44.95723
539.53	6015.682	44.95805
539.54	6015.777	44.95887
539.55	6015.777	44.95971
539.56	6015.777	44.96054
539.57	6015.92	44.96138
539.58	6015.92	44.96222
539.59	6015.92	44.96305
539.6	6015.968	44.96389
539.61	6016.016	44.96472
539.62	6016.016	44.96555
539.63	6016.063	44.96637
539.64	6016.159	44.96721
539.65	6016.159	44.96804
539.66	6016.159	44.96888
539.67	6016.254	44.96972
539.68	6016.254	44.97056
539.69	6016.254	44.97141
539.7	6016.35	44.97226
539.71	6016.35	44.97309
539.72	6016.445	44.97394
539.73	6016.493	44.97476
539.74	6016.493	44.97558
539.75	6016.493	44.97641
539.76	6016.588	44.97723
539.77	6016.588	44.97805
539.78	6016.588	44.97887
539.79	6016.636	44.97971
539.8	6016.731	44.98053
539.81	6016.731	44.98137
539.82	6016.731	44.98221
539.83	6016.827	44.98305
539.84	6016.827	44.98389
539.85	6016.875	44.98472
539.86	6016.97	44.98555
539.87	6016.97	44.98639
539.88	6017.018	44.98721
539.89	6017.065	44.98804
539.9	6017.065	44.98888
539.91	6017.161	44.98971
539.92	6017.208	44.99055
539.93	6017.208	44.99139
539.94	6017.256	44.99224
539.95	6017.304	44.99308
539.96	6017.304	44.99394
539.97	6017.304	44.99477
539.98	6017.446	44.99559
539.99	6017.446	44.99642
540	6017.494	44.99724
540.01	6017.542	44.99806
540.02	6017.542	44.99889
540.03	6017.637	44.99972
540.04	6017.685	45.00054
540.05	6017.685	45.00137
540.06	6017.685	45.00221
540.07	6017.78	45.00305
540.08	6017.78	45.00389
540.09	6017.78	45.00473
540.1	6017.923	45.00556
540.11	6017.923	45.0064
540.12	6017.923	45.00722
540.13	6018.019	45.00804
540.14	6018.019	45.00887
540.15	6018.019	45.00971
540.16	6018.162	45.01055
540.17	6018.162	45.01138
540.18	6018.162	45.01223
540.19	6018.257	45.01308
540.2	6018.257	45.01393
540.21	6018.305	45.01477
540.22	6018.4	45.0156
540.23	6018.4	45.01643
540.24	6018.4	45.01725
540.25	6018.496	45.01807
540.26	6018.496	45.01889
540.27	6018.496	45.01973
540.28	6018.543	45.02054
540.29	6018.639	45.02137
540.3	6018.639	45.0222
540.31	6018.687	45.02303
540.32	6018.734	45.02388
540.33	6018.734	45.02471
540.34	6018.734	45.02555
540.35	6018.829	45.02639
540.36	6018.829	45.02722
540.37	6018.829	45.02805
540.38	6018.972	45.02887
540.39	6018.972	45.02971
540.4	6018.972	45.03054
540.41	6019.068	45.03138
540.42	6019.068	45.03222
540.43	6019.068	45.03306
540.44	6019.211	45.03392
540.45	6019.211	45.03476
540.46	6019.211	45.0356
540.47	6019.306	45.03644
540.48	6019.306	45.03726
540.49	6019.306	45.03808
540.5	6019.401	45.03891
540.51	6019.449	45.03973
540.52	6019.449	45.04055
540.53	6019.544	45.04137
540.54	6019.544	45.04221
540.55	6019.544	45.04303
540.56	6019.688	45.04387
540.57	6019.688	45.04471
540.58	6019.688	45.04555
540.59	6019.735	45.04639
540.6	6019.783	45.04722
540.61	6019.783	45.04805
540.62	6019.783	45.04887
540.63	6019.878	45.04971
540.64	6019.926	45.05054
540.65	6019.926	45.05138
540.66	6019.926	45.05221
540.67	6020.021	45.05305
540.68	6020.021	45.05389
540.69	6020.021	45.05474
540.7	6020.165	45.05558
540.71	6020.165	45.05643
540.72	6020.165	45.05727
540.73	6020.26	45.05809
540.74	6020.26	45.05892
540.75	6020.26	45.05974
540.76	6020.403	45.06056
540.77	6020.403	45.06139
540.78	6020.403	45.06221
540.79	6020.403	45.06304
540.8	6020.498	45.06387
540.81	6020.498	45.0647
540.82	6020.498	45.06555
540.83	6020.641	45.06638
540.84	6020.641	45.06723
540.85	6020.689	45.06806
540.86	6020.737	45.0689
540.87	6020.737	45.06972
540.88	6020.832	45.07055
540.89	6020.88	45.07137
540.9	6020.88	45.07221
540.91	6020.88	45.07305
540.92	6020.975	45.07388
540.93	6020.975	45.07473
540.94	6020.975	45.07558
540.95	6020.975	45.07643
540.96	6021.023	45.07726
540.97	6021.118	45.07809
540.98	6021.118	45.07893
540.99	6021.118	45.07975
541	6021.213	45.08058
541.01	6021.213	45.08141
541.02	6021.261	45.08223
541.03	6021.309	45.08305
541.04	6021.309	45.08387
541.05	6021.404	45.08471
541.06	6021.452	45.08554
541.07	6021.452	45.08638
541.08	6021.452	45.08722
541.09	6021.547	45.08805
541.1	6021.547	45.08889
541.11	6021.547	45.08972
541.12	6021.595	45.09055
541.13	6021.69	45.09137
541.14	6021.69	45.09221
541.15	6021.738	45.09305
541.16	6021.786	45.09388
541.17	6021.786	45.09472
541.18	6021.881	45.09557
541.19	6021.929	45.09642
541.2	6021.929	45.09726
541.21	6021.929	45.0981
541.22	6022.024	45.09894
541.23	6022.024	45.09977
541.24	6022.024	45.10059
541.25	6022.024	45.10141
541.26	6022.072	45.10224
541.27	6022.167	45.10305
541.28	6022.167	45.10387
541.29	6022.167	45.10471
541.3	6022.263	45.10553
541.31	6022.263	45.10637
541.32	6022.358	45.10721
541.33	6022.406	45.10805
541.34	6022.406	45.10889
541.35	6022.453	45.10972
541.36	6022.501	45.11055
541.37	6022.501	45.11137
541.38	6022.501	45.11221
541.39	6022.644	45.11304
541.4	6022.644	45.11388
541.41	6022.644	45.11472
541.42	6022.644	45.11555
541.43	6022.739	45.11639
541.44	6022.739	45.11724
541.45	6022.739	45.11809
541.46	6022.787	45.11893
541.47	6022.882	45.11977
541.48	6022.882	45.12059
541.49	6022.882	45.12142
541.5	6022.978	45.12224
541.51	6022.978	45.12306
541.52	6022.978	45.12389
541.53	6023.025	45.12472
541.54	6023.121	45.12554
541.55	6023.121	45.12637
541.56	6023.121	45.12721
541.57	6023.216	45.12805
541.58	6023.216	45.12889
541.59	6023.216	45.12973
541.6	6023.359	45.13056
541.61	6023.359	45.1314
541.62	6023.359	45.13222
541.63	6023.407	45.13305
541.64	6023.455	45.13388
541.65	6023.455	45.13472
541.66	6023.455	45.13555
541.67	6023.598	45.13638
541.68	6023.598	45.13723
541.69	6023.598	45.13807
541.7	6023.598	45.13893
541.71	6023.646	45.13977
541.72	6023.693	45.1406
541.73	6023.693	45.14144
541.74	6023.693	45.14226
541.75	6023.741	45.14308
541.76	6023.789	45.14391
541.77	6023.789	45.14473
541.78	6023.789	45.14555
